sent,build,surface,initial,tag,st_xpos,md,md_repaired,st,acc,att_md_repaired,att_st,text
6942,transcript,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Allgemein. Stell dir vor, ich bin ein... eine golde..."
6942,transcript,golde,0,NN,NN,Golde,golde,gold,golde,1,1,"Allgemein. Stell dir vor, ich bin ein... eine golde..."
6943,transcript,Schuss,0,NN,NN,Schuss,schuss,Schuß,Schuß,1,1,"Okay, ja, das stimmt. Ja, man muss halt die Wohnung doch irgendwie in Schuss halten."
6944,transcript,meinen,0,VVFIN,PPOSAT,meinen,meinen,mein,mein,1,1,"Ich fand' meinen ganz gut, ehrlich gesagt."
6947,transcript,Im,1,APPRART,ART,in,in,im,im,1,1,Im Schlafzimmer? - Ein Bett und Bettzeug und... mehr eigentlich nicht.
6949,transcript,letzten,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,Wir sind auf den letzten Metern unserer Reise.
6950,transcript,ne,0,NN,ADV,ne,ne,ein,ein,1,1,Ich glaube 1348. - Das ist schon verrückt ne?
6953,transcript,freikommt,0,VVFIN,VVFIN,freikommen,freikommt,freikommen,freikommen,1,1,"Was singen wir denn? Martin, würdest du ein Lied singen, damit Isi freikommt? - Ja."
6954,transcript,glaub,0,ADJD,VVFIN,glaub,glaub,glauben,glauben,1,1,Aber irgendwie... - Ich glaub' schon.
6955,transcript,letztes,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,"Also Sie würden auch Leuten erzählen, was Sie letztes Mal gewählt haben bei der Wahl? - Ja."
6956,transcript,vom,0,APPRART,APPR,von,von,vom,vom,1,1,Wir sind zurück vom Mittagessen.
6957,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Genau und jetzt seid ihr gefragt! Wir wollen nämlich von euch wissen: kennt ihr jemanden in London?
6957,transcript,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Genau und jetzt seid ihr gefragt! Wir wollen nämlich von euch wissen: kennt ihr jemanden in London?
6957,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Genau und jetzt seid ihr gefragt! Wir wollen nämlich von euch wissen: kennt ihr jemanden in London?
6958,transcript,vom,0,APPRART,APPR,von,von,vom,vom,1,1,"Ja, so ab 80 Euro die Stunde aufwärts, je nach Künstler, je nach Aufwand vom Motiv und, und Fläche, sagen wir mal so."
6959,transcript,Schwimmen,0,NN,NN,Schwimme,schwimme,Schwimmen,Schwimmen,1,1,Mit (dem) Fahrrad fahren. Schwimmen gehen.
6964,transcript,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Und machst du dir Gedanken And are you already thinking zum Thema Rente schon? - Nein.
6964,transcript,zum,0,APPRART,APPR,zu,zu,zum,zum,1,1,Und machst du dir Gedanken And are you already thinking zum Thema Rente schon? - Nein.
6965,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Was habt ihr heute eingekauft?
6967,transcript,chömet,0,ADJD,VVFIN,chömet,chömet,chömen,chömen,1,0,Woher kommen Sie? - Vo wo chömet Sie?
6968,transcript,interessiert,0,ADJD,VVFIN,interessiert,interessiert,interessieren,interessieren,1,1,"Wenn in China ein Sack Reis umfällt, dann interessiert uns das hier nicht."
6968,transcript,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Wenn in China ein Sack Reis umfällt, dann interessiert uns das hier nicht."
6977,transcript,Verben,1,NN,NN,Verbe,verbe,Verb,Verb,1,1,"Verben, die mit """"ent-"""" anfangen, sind keine trennbaren Verben."
6977,transcript,Verben,0,NN,NN,Verbe,verbe,Verb,Verb,1,1,"Verben, die mit """"ent-"""" anfangen, sind keine trennbaren Verben."
6978,transcript,alle,0,PIAT,PIAT,aller,aller,alle,alle,1,1,Ihr studiert alle Germanistik hier an der Uni in Ho Chi Minh City.
6981,transcript,ihm,0,PPER,PPER,ihm,ihm,er,er,1,1,Manuel möchte ihm helfen. Gib mal Manuel.
6981,transcript,Gib,0,VVIMP,VVFIN,Gib,geben,gib,geben,1,1,Manuel möchte ihm helfen. Gib mal Manuel.
6982,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Außerdem könnt ihr wie jede Woche interaktive Übungen, Like every week, you can also get interactive exercises, Vokabeln und ein Transkript zu dieser Episode bekommen."
6982,transcript,exercises,0,NN,FM,exercises,exercises,exercisch,exercises,1,0,"Außerdem könnt ihr wie jede Woche interaktive Übungen, Like every week, you can also get interactive exercises, Vokabeln und ein Transkript zu dieser Episode bekommen."
6983,transcript,viele,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,Wie viele Stunden arbeiten Sie pro Woche? - Ähm etwa 35.
6984,transcript,alkoholfreies,0,NN,ADJA,alkoholfreies,alkoholfreies,alkoholfrei,alkoholfrei,1,1,Ich hätte gern ein alkoholfreies Bier.
6987,transcript,letzten,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,Und so wird das Thema auch jetzt erst in der letzten Woche wirklich verstärkt wahrgenommen.
6987,transcript,verstärkt,0,ADJD,VVPP,verstärkt,verstärkt,verstärken,verstärkt,1,1,Und so wird das Thema auch jetzt erst in der letzten Woche wirklich verstärkt wahrgenommen.
6989,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Vielleicht lernt ihr gerade Deutsch oder Französisch oder Spanisch und dann hab' ich eine Empfehlung für euch und das ist die App Seedlang.
6989,transcript,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Vielleicht lernt ihr gerade Deutsch oder Französisch oder Spanisch und dann hab' ich eine Empfehlung für euch und das ist die App Seedlang.
6992,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Wir sind heute wieder in Köln und ihr erinnert euch, letztes Mal haben wir mit Rami ein Video gemacht."
6992,transcript,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Wir sind heute wieder in Köln und ihr erinnert euch, letztes Mal haben wir mit Rami ein Video gemacht."
6992,transcript,letztes,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,"Wir sind heute wieder in Köln und ihr erinnert euch, letztes Mal haben wir mit Rami ein Video gemacht."
6993,transcript,was,0,PWS,PWS,wer,wer,was,was,1,1,"Ja, was sagen Sie jetzt? Überrascht? - Weiß nicht, bleibt abzuwarten. - Irgendwer wird ja immer Präsident ne? - Genau."
6993,transcript,Überrascht,0,VVFIN,ADJD,überrascht,überraschen,überrascht,überrascht,1,1,"Ja, was sagen Sie jetzt? Überrascht? - Weiß nicht, bleibt abzuwarten. - Irgendwer wird ja immer Präsident ne? - Genau."
6993,transcript,Weiß,0,NN,NN,weiße,weiße,Weiß,Weiß,1,1,"Ja, was sagen Sie jetzt? Überrascht? - Weiß nicht, bleibt abzuwarten. - Irgendwer wird ja immer Präsident ne? - Genau."
6994,transcript,ne,0,NN,NE,ne,ne,ein,ein,1,1,"Joar, das ist ja schon etwas länger her, ne?"
6995,transcript,regelst,0,ADJD,VVFIN,regelst,regelst,regeln,regeln,1,1,"Wie regelst du das? Hast du da 'n genauen Plan, ich mach' jeden Tag 15 Minuten oder..."
6999,transcript,geschnitten,0,VVPP,VVPP,geschnitten,geschnitten,schneiden,schneiden,1,1,wie aus dem Gesicht geschnitten.
7001,transcript,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,"Und wir freuen uns darüber, weil das in Berlin lange nicht so warm war."
7002,transcript,geht's,0,VVFIN,VVFIN,geht's,gehen,gehe'en,gehten,1,0,Ich geh' mal rein. Los geht's.
7005,transcript,Youtube-Kollegen,0,NN,NN,Youtube-Kolleg,youtube-kolleg,Youtube-Kollege,Youtube-Kollege,1,1,"Und die Hallo Deutschschule hat auch einen Youtube-Kanal, And the Hallo Deutschschule also has a YouTube channel, wir sind sozusagen Youtube-Kollegen."
7006,transcript,vergangen,0,VVPP,VVPP,vergehen,vergehen,vergangen,vergehen,1,1,"Nach ""vor"" steht die Zeit, die zwischen der Handlung und jetzt vergangen ist, zum Beispiel drei Wochen."
7006,transcript,zum,0,APPRART,APPR,zu,zu,zum,zum,1,1,"Nach ""vor"" steht die Zeit, die zwischen der Handlung und jetzt vergangen ist, zum Beispiel drei Wochen."
7008,transcript,geht's,0,VVFIN,VVFIN,geht's,gehen,gehe'en,gehten,1,0,"Wir stellen die Wörter jetzt mal vor, los geht's."
7009,transcript,im,0,APPRART,ART,in,in,im,im,1,1,"Ja, im Grunde genommen schon, aber nicht immer."
7012,transcript,im,0,APPRART,ART,in,in,im,imen,1,1,Jetzt bin ich im Lidl. Ich suche was Erfrischendes.
7012,transcript,Erfrischendes,0,NN,NN,Erfrischendes,erfrischendes,Erfrischend,Erfrischend,1,1,Jetzt bin ich im Lidl. Ich suche was Erfrischendes.
7015,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Ok, wo wart ihr? - Ich war in St. Petersburg und Moskau."
7017,transcript,ging's,0,VVFIN,VVFIN,ging's,ging's,gingen,gehen,0,1,"Klaus, also äh… - Worum ging's eigentlich?"
7019,transcript,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Und wir werden mit euch weiter diskutieren in den Kommentaren.
7024,transcript,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,"Okay, wir haben uns noch nicht bewegt, wir stehen immer noch an der gleichen Stelle und schon ist der nächste Deutsche hier vorbeigelaufen. — Ja."
7024,transcript,nächste,0,ADJA,ADJA,nächster,nächster,nah,nah,1,1,"Okay, wir haben uns noch nicht bewegt, wir stehen immer noch an der gleichen Stelle und schon ist der nächste Deutsche hier vorbeigelaufen. — Ja."
7024,transcript,Deutsche,0,NN,NN,deutsche,deutsche,deutsch,deutsch,1,1,"Okay, wir haben uns noch nicht bewegt, wir stehen immer noch an der gleichen Stelle und schon ist der nächste Deutsche hier vorbeigelaufen. — Ja."
7024,transcript,vorbeigelaufen,0,VVPP,VVPP,vorbeigelaufen,vorbeigelaufen,vorbeilaufen,vorbeilaufen,1,1,"Okay, wir haben uns noch nicht bewegt, wir stehen immer noch an der gleichen Stelle und schon ist der nächste Deutsche hier vorbeigelaufen. — Ja."
7026,transcript,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,Tüänd Sie immer so gsund zum Zmorgä ässä?
7027,transcript,ins,0,APPRART,ART,in,in,ecser,ins,1,0,Ich versuche früh ins Bett zu gehen.
7029,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Und das sind übrigens die Teilnehmer unserer Easy German Summer School. - Und wenn ihr uns… - das war ein Delfin.
7029,transcript,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,Und das sind übrigens die Teilnehmer unserer Easy German Summer School. - Und wenn ihr uns… - das war ein Delfin.
7030,transcript,Nächstes,0,PIS,NN,Nächster,nächster,Nächst,Nach,1,1,Als Nächstes genieße ich meinen Kaffee.
7034,transcript,Wusstet,0,VVFIN,VVFIN,Wussten,wusstet,Wissen,sitzen,1,1,"Übrigens: Wusstet ihr, dass ihr auch ein Mitglied bei Easy German werden könnt?"
7034,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Übrigens: Wusstet ihr, dass ihr auch ein Mitglied bei Easy German werden könnt?"
7034,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Übrigens: Wusstet ihr, dass ihr auch ein Mitglied bei Easy German werden könnt?"
7036,transcript,glaub,0,ADJD,VVFIN,glaub,glaub,glauben,glauben,1,1,"Ich glaub', wir sind oft so'n bisschen borniert in Deutschland, aber dafür funktionieren vielleicht Dinge auch mal ab und zu 'n bisschen besser."
7037,transcript,hollandaise,0,ADV,FM,hollandaise,hollandaise,hollandais,hollandais,1,0,Wine in the hollandaise sauce?
7038,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Ihr seid auf der Straße, ihr macht irgendwas falsch und dann kommt dieser Blick."
7040,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Und dann könnt ihr viele interaktive Übungen zum Deutschlernen machen. Tschüss und bis bald.
7040,transcript,viele,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,Und dann könnt ihr viele interaktive Übungen zum Deutschlernen machen. Tschüss und bis bald.
7040,transcript,zum,0,APPRART,APPR,zu,zu,zum,zum,1,1,Und dann könnt ihr viele interaktive Übungen zum Deutschlernen machen. Tschüss und bis bald.
7040,transcript,Deutschlernen,0,NN,NN,Deutschlern,deutschlernen,Deutschlerne,Deutschlernen,1,0,Und dann könnt ihr viele interaktive Übungen zum Deutschlernen machen. Tschüss und bis bald.
7042,transcript,alle,0,PIAT,PIAT,aller,aller,alle,alle,1,1,Eine… alle Bierflaschen haben 8 Cent Pfand.
7043,transcript,Könnten,0,VMFIN,VMFIN,Könnten,könnten,können,kennen,1,1,"""Erst mal: Entschuldigung, dass ich klopfe, und ich hab 'ne große Bitte an Sie, ähm: Könnten Sie leiser machen?"
7043,transcript,leiser,0,ADJD,ADJD,leiser,leiser,leise,leise,1,1,"""Erst mal: Entschuldigung, dass ich klopfe, und ich hab 'ne große Bitte an Sie, ähm: Könnten Sie leiser machen?"
7044,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Wir hoffen, ihr habt einige Tipps mitgenommen, was ihr euch mal in Dresden angucken könnt, kommt unbedingt hier hin."
7044,transcript,einige,0,PIAT,PIAT,einiger,einiger,einige,einige,1,1,"Wir hoffen, ihr habt einige Tipps mitgenommen, was ihr euch mal in Dresden angucken könnt, kommt unbedingt hier hin."
7044,transcript,Tipps,0,NN,NN,Tipps,tipps,Tip,Tip,1,1,"Wir hoffen, ihr habt einige Tipps mitgenommen, was ihr euch mal in Dresden angucken könnt, kommt unbedingt hier hin."
7044,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Wir hoffen, ihr habt einige Tipps mitgenommen, was ihr euch mal in Dresden angucken könnt, kommt unbedingt hier hin."
7044,transcript,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Wir hoffen, ihr habt einige Tipps mitgenommen, was ihr euch mal in Dresden angucken könnt, kommt unbedingt hier hin."
7045,transcript,mich,0,PPER,PRF,mich,mich,ich,ich,1,1,"Schon wichtig, ja, mach ich viel. Ich entspanne mich viel."
7052,transcript,Tschüss,0,NN,NN,Tschüss,tschüss,Tschuß,Tschüss,1,0,"Super gerne. - Tschüss, liebe Leute! - Ciao!"
7052,transcript,liebe,0,ADJA,ADJA,lieb,lieb,lieben,lieben,1,1,"Super gerne. - Tschüss, liebe Leute! - Ciao!"
7055,transcript,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,"Und ich freue mich, von euch zu hören und dass wir uns hier bald wiedersehen. Bis bald!"
7055,transcript,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Und ich freue mich, von euch zu hören und dass wir uns hier bald wiedersehen. Bis bald!"
7055,transcript,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,"Und ich freue mich, von euch zu hören und dass wir uns hier bald wiedersehen. Bis bald!"
7057,transcript,euch,0,PPER,PRF,euch,euch,ihr,ihr,1,1,"Deshalb haben wir euch heute nur Adjektive gezeigt, die man im Alltag auch häufig nutzt."
7057,transcript,im,0,APPRART,ART,in,in,im,imen,1,1,"Deshalb haben wir euch heute nur Adjektive gezeigt, die man im Alltag auch häufig nutzt."
7058,transcript,realisier,0,ADJD,VVFIN,Realisier,realisier,realisieren,realisieren,1,1,"Ich selber realisier noch gar nicht, dass ich hier bin."
7060,transcript,viele,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,"Wir haben so viele Ressourcen, ihr könnt unseren Podcast hören, unsere Videos gucken und auch Übungen mit uns machen, mit uns chatten als Mitglied."
7060,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Wir haben so viele Ressourcen, ihr könnt unseren Podcast hören, unsere Videos gucken und auch Übungen mit uns machen, mit uns chatten als Mitglied."
7060,transcript,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Wir haben so viele Ressourcen, ihr könnt unseren Podcast hören, unsere Videos gucken und auch Übungen mit uns machen, mit uns chatten als Mitglied."
7060,transcript,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Wir haben so viele Ressourcen, ihr könnt unseren Podcast hören, unsere Videos gucken und auch Übungen mit uns machen, mit uns chatten als Mitglied."
7060,transcript,chatten,0,NN,VVFIN,chatten,chatten,chaben,chaten,1,0,"Wir haben so viele Ressourcen, ihr könnt unseren Podcast hören, unsere Videos gucken und auch Übungen mit uns machen, mit uns chatten als Mitglied."
7061,transcript,euch,0,PRF,PRF,euch,euch,ihr,ihr,1,1,"Heute stellen wir euch das Präfix ""ab"" vor."
7063,transcript,sprech,0,VVFIN,VVFIN,sprech,sprech,sprechen,sprechen,1,1,Ich sprech Salzburgerisch und Oberösterreichisch.
7064,transcript,Wohnst,1,PWAV,VVFIN,Wohnst,wohnst,wohnen,wohnen,1,1,Wohnst du in 'ner Stadt? - Auch nicht wirklich.
7070,transcript,glaub,0,ADJD,VVFIN,glaub,glaub,glauben,glauben,1,1,"kommt ganz drauf an, wen man fragt, glaub' ich."
7071,transcript,guck,0,ADV,VVFIN,guck,guck,gucken,gucken,1,1,"Ok, ja, nee ist schön… guck mal das Auto da Cari, der blaue Porsche, wie abgefahren ist das denn?"
7071,transcript,abgefahren,0,VVPP,ADJD,abfahren,abfahren,abgefahren,abgefahren,1,1,"Ok, ja, nee ist schön… guck mal das Auto da Cari, der blaue Porsche, wie abgefahren ist das denn?"
7075,transcript,Am,1,APPRART,ART,an,an,Am,Am,1,1,"Am schrecklichsten? - Na, gute Frage. Ich bin ein bisschen überfragt."
7075,transcript,schrecklichsten,0,ADJA,NN,schrecklichst,schrecklichst,schrecklich,schrecklich,0,1,"Am schrecklichsten? - Na, gute Frage. Ich bin ein bisschen überfragt."
7076,transcript,übertrieben,0,ADJD,ADJD,übertrieben,übertrieben,übertreiben,übertreiben,1,1,Auf dem Gepäckträger transportiert man übertrieben große Dinge.
7077,transcript,am,0,APPRART,APPR,an,an,am,am,1,1,"Äh, irgendwo in 'ner Cafeteria sicherlich am Automaten."
7079,transcript,euch,0,PPER,PRF,euch,euch,ihr,ihr,1,1,"Schaut mal rein in die Links. Wir wollen euch helfen, noch schneller und einfacher und mit Spaß Deutsch zu lernen. Keine Lüge!"
7080,transcript,euch,0,PRF,PRF,euch,euch,ihr,ihr,1,1,"Und außerdem laden wir euch ein, noch mehr zu lernen mit Easy German."
7081,transcript,am,0,APPRART,ART,an,an,am,am,1,1,"Und richtig gelegen hat Francisco oder am nächsten dran war Francisco, mit hundertfünfzig Metern, denn die richtige Antwort ist hunderteinundsechzig Meter und fünfzig Zentimeter."
7081,transcript,nächsten,0,ADJA,ADJA,nächster,nächster,nah,nah,1,1,"Und richtig gelegen hat Francisco oder am nächsten dran war Francisco, mit hundertfünfzig Metern, denn die richtige Antwort ist hunderteinundsechzig Meter und fünfzig Zentimeter."
7083,transcript,einem,0,PIS,PIS,einer,einer,ein,ein,1,1,"Hallo Leute! In einem unserer letzten Videos haben wir euch erklärt, was der Unterschied zwischen den Präpositionen ""aus"" und ""von"" ist."
7083,transcript,letzten,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,"Hallo Leute! In einem unserer letzten Videos haben wir euch erklärt, was der Unterschied zwischen den Präpositionen ""aus"" und ""von"" ist."
7083,transcript,euch,0,PRF,PRF,euch,euch,ihr,ihr,1,1,"Hallo Leute! In einem unserer letzten Videos haben wir euch erklärt, was der Unterschied zwischen den Präpositionen ""aus"" und ""von"" ist."
7086,transcript,alle,0,PIAT,PIAT,aller,aller,alle,alle,1,1,"Darum duz' ich meistens die Leute, also meistens alle Leute."
7087,transcript,zum,0,APPRART,APPR,zu,zu,zum,zum,1,1,Wir gehen zum Burgerladen und essen abend.
7091,transcript,letzten,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,Und genau daran haben wir in den letzten Monaten gearbeitet.
7097,transcript,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Heute zeige ich euch das typische WG-Leben und nehme euch einmal mit.
7097,transcript,euch,0,PRF,PPER,euch,euch,ihr,ihr,1,1,Heute zeige ich euch das typische WG-Leben und nehme euch einmal mit.
7098,transcript,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Ja richtig. - Natasha, du hast dir eine Gratulation von Janusz verdient. - Herzlichen Glückwunsch. Ganz persönlich von mir."
7098,transcript,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Ja richtig. - Natasha, du hast dir eine Gratulation von Janusz verdient. - Herzlichen Glückwunsch. Ganz persönlich von mir."
7099,transcript,Hab,1,NN,VAFIN,hab,hab,haben,haben,1,1,"Hab' ich nicht, aber den hole..."
7105,transcript,erster,0,ADJA,ADJA,erster,erster,erst,erst,1,1,"Janusz, erster Eindruck? - Was haben wir nur getan?"
7106,transcript,geht's,0,VVFIN,VVFIN,geht's,gehen,gehe'en,gehten,1,0,"Oh, Janusz weiß schon was er wählt. Das wusste ich noch nicht. Los geht's."
7107,transcript,Probiert's,1,NN,PTKANT,Probiert's,probiert's,Probiert',probiert,0,0,"Probiert's gerne mal aus unter dem Link, den findet ihr auch noch mal hier unten."
7107,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Probiert's gerne mal aus unter dem Link, den findet ihr auch noch mal hier unten."
7109,transcript,viele,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,und insgesamt in Deutschland viele Leute so starren.
7110,transcript,Geht,0,VVFIN,VVFIN,gehen,gehen,geht,gehen,1,1,Bis morgen brauchen wir drei Ideen We need three ideas for a für ein virales Video. Geht das klar?
7112,transcript,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Das hast du dir ausgerechnet? Oder woher weißt du das?
7112,transcript,weißt,0,VVFIN,VVFIN,weißen,wissen,weißen,weißen,1,1,Das hast du dir ausgerechnet? Oder woher weißt du das?
7113,transcript,meinen,0,VVFIN,PPOSAT,meinen,meinen,mein,mein,1,1,Ich glaube meinen... meine Bücherecke mag ich am liebsten.
7113,transcript,Bücherecke,0,NN,NN,Büchereck,büchereck,Bücherecke,Bücherecke,0,1,Ich glaube meinen... meine Bücherecke mag ich am liebsten.
