step,candidates,well_formed,chosen_score,best_score,chosen,best
2784,5,2,0.92,0.92,Und da war wieder so ein roter Fleck.,Und da war wieder so ein roter Fleck.
2785,5,3,1.0,1.0,"Zumindest dann, wenn die Arbeitsbedingungen aufgrund kollektivrechtlicher Vereinbarungen gelten.","Zumindest dann, wenn die Arbeitsbedingungen aufgrund kollektivrechtlicher Vereinbarungen gelten."
2786,4,1,0.88,0.88,"Es gibt etwas, was das verhindert und das ist seine Begegnung mit Sokrates.","Es gibt etwas, was das verhindert und das ist seine Begegnung mit Sokrates."
2787,6,4,1.0,1.0,Entsprechend will er als möglicher Bildungsminister die Schulen neu ordnen.,Entsprechend will er als möglicher Bildungsminister die Schulen neu ordnen.
2788,6,5,1.0,1.0,"Solch eine schamlose Frau, die sollte man ausziehen lassen!",Solch ein Sieg dient nur deinem Hochmut und macht dich schwächer.
2789,6,4,1.0,1.0,Mitte 1942 sollen Hunderte der neuen P38 von den Bändern rollen.,Also wir rollen das nicht im Rachen sondern am Gaumen quasi.
2790,5,4,1.0,1.0,Jetzt brechen wir mal wieder die Versprechen der Erweiterung.,Jetzt brechen wir mal wieder die Versprechen der Erweiterung.
2791,7,3,0.94,0.94,Eine rasche Reaktion von Frankreich wäre hier auf keinen nennenswerten Widerstand gestoßen.,Eine rasche Reaktion von Frankreich wäre hier auf keinen nennenswerten Widerstand gestoßen.
2792,5,2,0.76,0.76,"Sicherer aber handwerklich schwieriger ist ein Vorgehen, bei dem die Nadel nicht zurück gezogen wird.",Das harte Vorgehen zeigt schnell Wirkung.
2793,5,1,1.0,1.0,"Was sie uns nicht zeigt, ist die Grenze des Transports.","Was sie uns nicht zeigt, ist die Grenze des Transports."
2794,6,3,1.0,1.0,Also Fristen kann ich Ihnen dazu jetzt nicht nennen.,Also Fristen kann ich Ihnen dazu jetzt nicht nennen.
2795,6,5,1.0,1.0,Eine Aufseherin kontrolliert alles genau und winkt schon wieder die Nächste.,Eine Aufseherin kontrolliert alles genau und winkt schon wieder die Nächste.
2796,6,4,0.94,0.94,Sie überschreiten hier eine gefährlich dünne Linie und das wird Ihnen leid.,"Einmal überschritten, bedeutet zum Zentrum zu fallen, in die Zukunft zu fallen."
2797,5,1,1.0,1.0,"Eine deutsche Frau zu daten, kann das Leben verändern.","Eine deutsche Frau zu daten, kann das Leben verändern."
2798,5,3,1.0,1.0,"Nicht Abhängigkeit, sondern Augenhöhe entsteht in dieser kargen Natur.","Denn selbst Jesus, Jesus hat immer seine Abhängigkeit vom Vater gezeigt."
2799,6,1,0.94,0.94,"Ich hätte dir nicht vorschreiben sollen, wie man mit den Schülern umgeht.","Ich hätte dir nicht vorschreiben sollen, wie man mit den Schülern umgeht."
2800,6,4,1.0,1.0,"Marketa flüsterte in die Kamera, dass er ihr vertrauen solle.","Marketa flüsterte in die Kamera, dass er ihr vertrauen solle."
2801,6,3,1.0,1.0,"Ja, vielleicht irgendjemand von der Presse, ein Konkurrent vom Journal.","Ja, vielleicht irgendjemand von der Presse, ein Konkurrent vom Journal."
2802,6,2,1.0,1.0,Der Protest richtet sich gegen Trumps autoritären Regierungsstil per Dekret.,Der Protest richtet sich gegen Trumps autoritären Regierungsstil per Dekret.
2803,5,2,1.0,1.0,Drei unterschiedliche Reize treffen zu verschiedenen Zeiten in deinem Gehirn ein.,Drei unterschiedliche Reize treffen zu verschiedenen Zeiten in deinem Gehirn ein.
2804,6,2,1.0,1.0,Ich werde Gu Yan ganz bestimmt nicht zur Last fallen!,Ich werde Gu Yan ganz bestimmt nicht zur Last fallen!
2805,6,4,0.94,0.94,"Ein anderer Grund kann sein, dass Produktionskosten, wie Rohstoffe und Löhne steigen.","Ein anderer Grund kann sein, dass Produktionskosten, wie Rohstoffe und Löhne steigen."
2806,6,4,1.0,1.0,Früher hätte ich vielleicht einfach genickt und später allein gerätselt.,Früher hätte ich vielleicht einfach genickt und später allein gerätselt.
2807,6,2,1.0,1.0,Am Anfang entfallen mir ständig die Artikel der deutschen Wörter.,Am Anfang entfallen mir ständig die Artikel der deutschen Wörter.
2808,6,3,1.0,1.0,"Yes, die Abo-Version, mit der du ohne Einschränkungen Videos schneiden kannst.","Yes, die Abo-Version, mit der du ohne Einschränkungen Videos schneiden kannst."
2809,5,2,0.92,0.92,Es kann aus dem Nichts eine Störung auftreten.,Es kann aus dem Nichts eine Störung auftreten.
2810,6,2,1.0,1.0,"Wessen Name steht auf Ihren Schecks, Premiere Edge oder French Vanilla?",Ich habe dich Anfang der Woche bei Premiere Edge gesehen.
2811,6,2,1.0,1.0,"Mädchen gelingt es oft, die Symptome besser zu verbergen.","Mädchen gelingt es oft, die Symptome besser zu verbergen."
2812,6,2,1.0,1.0,Im März 1945 erhält das Jagdgeschwader 400 den Befehl zur Auflösung.,Im März 1945 erhält das Jagdgeschwader 400 den Befehl zur Auflösung.
2813,7,4,1.0,1.0,Proteine sind quasi 3D-Puzzleteilchen mit einer ganz spezifischen Form.,Proteine sind quasi 3D-Puzzleteilchen mit einer ganz spezifischen Form.
2814,6,3,1.0,1.0,"Die wollen den Sozialismus, also vereinfacht gesagt eine Gleichverteilung allen Eigentums.","Die wollen den Sozialismus, also vereinfacht gesagt eine Gleichverteilung allen Eigentums."
2815,7,4,0.92,0.92,Wie kann ein derartiges Vorgehen technisch umgesetzt werden?,Wie kann ein derartiges Vorgehen technisch umgesetzt werden?
2816,6,3,1.0,1.0,Wenn die Zinsen angehoben werden sieht das ganze anders aus.,Wenn die Zinsen angehoben werden sieht das ganze anders aus.
2817,6,4,1.0,1.0,Woher ihr all die Angaben wie Auflage und Erscheinungsort wissen sollt?,Woher ihr all die Angaben wie Auflage und Erscheinungsort wissen sollt?
2818,6,3,0.94,0.94,"Hätten Sie sich vorstellen können, dass mich ein Mann so befriedigen kann?","Hätten Sie sich vorstellen können, dass mich ein Mann so befriedigen kann?"
2819,7,2,1.0,1.0,Come Wetten sind vergleichbar mit den Pass Line Wetten.,Come Wetten sind vergleichbar mit den Pass Line Wetten.
2820,5,4,1.0,1.0,Wir haben mal das Labor Day Wochenende zusammen verbracht.,Das Labor muss hier ganz in der Nähe sein.
2821,6,4,0.92,0.92,Es ist nicht das einzige Zählgerät im Landkreis.,"Als Arbeitsbeschaffungs- und Bildungsmaßnahme des Landkreises, als ABM."
2822,6,5,1.0,1.0,Das führt nahezu zur kompletten Beendigung der Tierhaltung in Deutschland.,Das führt nahezu zur kompletten Beendigung der Tierhaltung in Deutschland.
2823,6,5,1.0,1.0,"Im Westen versuchte man, die Kinder zu freien Persönlichkeiten zu erziehen.","Im Westen versuchte man, die Kinder zu freien Persönlichkeiten zu erziehen."
2824,6,2,0.94,0.94,"Also das menschliche Gehirn ist das komplizierteste physikalische Objekt, was wir kennen.","Also das menschliche Gehirn ist das komplizierteste physikalische Objekt, was wir kennen."
2825,6,3,1.0,1.0,"Und nun kommt der Tanz, den ich euch beigebracht habe.","Der Tanz, der dreht sich wie im Kreis verkehr."
2826,6,3,1.0,1.0,"Tja, dort gibt es auch Hitze, Staub, Fliegen und Durst.",Man will jedoch zunächst den aufgewirbelten Staub sich setzen lassen.
2827,7,4,1.0,1.0,"Aber wir können auch mathematisch zeigen, dass es das nicht gibt.","Aber wir können auch mathematisch zeigen, dass es das nicht gibt."
2828,6,3,0.94,0.94,"Als das Stolpern 100 Millisekunden später bemerkst, erholt sich dein Körper bereits.","Als das Stolpern 100 Millisekunden später bemerkst, erholt sich dein Körper bereits."
2829,6,4,1.0,1.0,"Was passiert, wenn die Diagnose Krebs das eigene Kind betrifft?","Was passiert, wenn die Diagnose Krebs das eigene Kind betrifft?"
2830,5,2,1.0,1.0,Unsere Darstellung von Aktien und Börse ist natürlich stark vereinfacht.,Unsere Darstellung von Aktien und Börse ist natürlich stark vereinfacht.
2831,5,2,1.0,1.0,"In den 70er Jahren erreicht der Terrorismus eine neue, internationale Dimension.","In den 70er Jahren erreicht der Terrorismus eine neue, internationale Dimension."
2832,5,2,1.0,1.0,"Zu oft waren die Befunde negativ, neue Metastasen gewachsen.","Zu oft waren die Befunde negativ, neue Metastasen gewachsen."
2833,5,2,1.0,1.0,Nur durch das Abpumpen des Sees konnten sie sie bergen.,Nur durch das Abpumpen des Sees konnten sie sie bergen.
2834,6,4,0.88,0.88,"Es trägt vor allem seine Handschrift: Hans-Thomas Tillschneider gilt als fleißiges, intellektuelles Zentrum.","Es trägt vor allem seine Handschrift: Hans-Thomas Tillschneider gilt als fleißiges, intellektuelles Zentrum."
2835,7,4,0.94,0.94,"Nein, aber auf dem Video sehe ich keinerlei Desinfektionsmittel, die verwendet werden.","Nein, aber auf dem Video sehe ich keinerlei Desinfektionsmittel, die verwendet werden."
2836,6,4,0.88,0.88,"Die jedem Kind in jedes Haus folgen können, ohne mich drau zu erwecken.","Die jedem Kind in jedes Haus folgen können, ohne mich drau zu erwecken."
2837,6,2,0.94,0.94,"Sie sind schlecht für eine Schlacht im Winter ausgerüstet, erschöpft und demoralisiert.","Den nächsten Ausdruck verwenden wir, wenn wir erschöpft sind oder müde sind."
2838,6,5,1.0,1.0,Meine Großmutter und mein Großvater wohnen auch bei uns.,Dein Großvater hat sehr hart dafür gearbeitet das Familienunternehmen aufzubauen.
2839,6,3,0.92,0.92,Sie hat mich absichtlich in diese Falle gelockt!,Die AfD will deutsche Auswanderer nach Sachsen-Anhalt locken.
2840,7,6,1.0,1.0,"Klar, die Zwei-Eimer-Wäsche, Multi-Waschhandschuh-Methode ist mit Sicherheit schonender, gründlicher und günstiger.","Ganz wichtig, wir waschen gründlich von oben nach unten schematisch."
2841,6,3,1.0,1.0,"Hi, ich brauche eine Information über den optischen Verstärker JBT15SX.","Hi, ich brauche eine Information über den optischen Verstärker JBT15SX."
2842,6,3,1.0,1.0,"Ich kann aber diesen Sack benutzen, um andere dinge zu klauen!","Ich kann aber diesen Sack benutzen, um andere dinge zu klauen!"
2843,5,3,1.0,1.0,Die haben ganz schön doof aus der Wäsche geguckt.,Die haben ganz schön doof aus der Wäsche geguckt.
2844,6,4,1.0,1.0,Mit der richtigen Ausstattung geht es zurück an die Arbeit.,"Kosten für Bau und Ausstattung: fast 2,5 Millionen Mark."
2845,6,3,1.0,1.0,Doch an der Benediktenwand wurden vor vielen Jahren Steinböcke angesiedelt.,Doch an der Benediktenwand wurden vor vielen Jahren Steinböcke angesiedelt.
2846,6,2,1.0,1.0,"Wie sie sehen ist das Schlafzimmer schlicht, aber elegant.","Wie sie sehen ist das Schlafzimmer schlicht, aber elegant."
2847,7,3,1.0,1.0,Ich kann nicht mehr allein mit dem Bus sonst wo hinfahren.,Ich kann nicht mehr allein mit dem Bus sonst wo hinfahren.
2848,5,1,0.84,0.84,Lass uns den Glauben in Betracht ziehen.,Lass uns den Glauben in Betracht ziehen.
2849,6,3,1.0,1.0,"Ich weiß nicht, sozusagen, auf welche Differenzierung Sie jetzt noch wollen.",Es lässt sich grundlegend zwischen zwei Formen von Differenzierung unterscheiden.
2850,6,3,0.94,0.94,Statt dessen wird die Nadel fixiert und nur der umhüllende Katheter vorgeschoben.,Statt dessen wird die Nadel fixiert und nur der umhüllende Katheter vorgeschoben.
2851,7,3,0.94,0.94,Jetzt müssen wir noch den Abschreibungsbetrag noch über die lineare Formel berechnen.,Jetzt müssen wir noch den Abschreibungsbetrag noch über die lineare Formel berechnen.
2852,6,3,0.88,0.88,"Und jetzt bei Großanlagen, Industrieanlagen, die enormen Belastungen oder auch Gesundheitsschäden hervorrufen können.","Und jetzt bei Großanlagen, Industrieanlagen, die enormen Belastungen oder auch Gesundheitsschäden hervorrufen können."
2853,7,2,1.0,1.0,Neues Terrain erobert er sich mühsam Schritt für Schritt.,Beispielsätze: Er musste sich die neue Software mühsam selbst aneignen.
2854,7,2,1.0,1.0,"Stumme Szenen (Sinikka auf AB) ""Ich bin's."" ""Ich schlaf bei Marie.","Stumme Szenen (Sinikka auf AB) ""Ich bin's."" ""Ich schlaf bei Marie."
2855,5,4,0.94,0.94,Und ich muss hier drei Stunden sitzen und auf die Angelrute starren.,Und ich muss hier drei Stunden sitzen und auf die Angelrute starren.
2856,7,2,0.92,0.92,Lerne jetzt mit italki fließend Deutsch zu sprechen!,Lerne jetzt mit italki fließend Deutsch zu sprechen!
2857,6,3,1.0,1.0,Janet Williams kommentiert Willys Beschreibung seiner Begegnungen mit Williams.,Auf seinem Kanal mit inzwischen 61.000 Abonnenten kommentiert er politische Themen.
2858,6,3,0.82,0.82,"Ihre Augen strahlten eine Wärme aus, die Thomas seit langem nicht mehr gesehen hatte.","Die Backstellenbände wurden sand gestrahlt, die Böden aufgearbeitet und dazu passend gibt's dunkle Stühle."
2859,6,1,0.88,0.88,Ich werde jetzt zu meinen Eltern fahren und ihnen von meiner Schwangerschaft erzählen.,Ich werde jetzt zu meinen Eltern fahren und ihnen von meiner Schwangerschaft erzählen.
2860,6,2,1.0,1.0,In der Informationsblase alternativer Medien werden Menschen zu kritiklosen Anhängern.,In der Informationsblase alternativer Medien werden Menschen zu kritiklosen Anhängern.
2861,7,2,1.0,1.0,Außerdem verlangt er die Überlassung aller militärischen und landwirtschaftlichen Einrichtungen.,Die landwirtschaftliche Revolution macht die industrielle Revolution erst möglich.
2862,6,3,1.0,1.0,"Sieh mal, wer beschlossen hat, uns mit seiner Anwesenheit zu beglücken.","Sieh mal, wer beschlossen hat, uns mit seiner Anwesenheit zu beglücken."
2863,7,7,1.0,1.0,Naja in letzter Zeit haben wir sehr wenig Kontakt zueinander.,Naja in letzter Zeit haben wir sehr wenig Kontakt zueinander.
2864,7,3,1.0,1.0,"Wenn zwischendurch mal das Telefon klingelt, sollte man es klingeln lassen.","Wenn zwischendurch mal das Telefon klingelt, sollte man es klingeln lassen."
2865,5,2,1.0,1.0,Als Folge dessen gründen sich die ersten Gewerkschaften und Verbände.,Als Folge dessen gründen sich die ersten Gewerkschaften und Verbände.
2866,6,4,1.0,1.0,„Die Autobahnen werden erwartet.“ eisig und sehr gefährlich werden.,"Das ist vom Himmel nun gekommen, nicht von der Autobahn."
2867,5,4,1.0,1.0,"Ich präsentiere dir stolz, mein Mühlen Set nach eigenem Design.","Ich präsentiere dir stolz, mein Mühlen Set nach eigenem Design."
2868,7,2,0.82,0.82,"Vor allem, weil die Kugel in seinem Thorax die Wahrscheinlichkeit einer Infektion drastisch erhöht.","Vor allem, weil die Kugel in seinem Thorax die Wahrscheinlichkeit einer Infektion drastisch erhöht."
2869,6,3,1.0,1.0,"Das Märchen vor dem Einbruch, das könnt ihr jemand anderem erzählen.","Das Märchen vor dem Einbruch, das könnt ihr jemand anderem erzählen."
2870,5,3,1.0,1.0,"Mit seiner Verlobten Leni, hier am Steuer, hat er mehrere Firmen.","Mit seiner Verlobten Leni, hier am Steuer, hat er mehrere Firmen."
2871,7,4,1.0,1.0,Das Sprachengebet entspricht dem Seufzen oder Stöhnen im Alten Testament.,Das Sprachengebet entspricht dem Seufzen oder Stöhnen im Alten Testament.
2872,7,2,0.92,0.92,"Wir sind stolz darauf, hier daheim zu sein.","Wir sind stolz darauf, hier daheim zu sein."
2873,5,1,1.0,1.0,"Und um diese Leute auch zu kennzeichnen, arbeiten wir mit Armbändchen.","Und um diese Leute auch zu kennzeichnen, arbeiten wir mit Armbändchen."
2874,7,1,0.92,0.92,Die Begegnung mit Samira hat mich nachdenklich gemacht.,Die Begegnung mit Samira hat mich nachdenklich gemacht.
2875,5,3,1.0,1.0,"Und er hilft uns Frauen, wenn wir mit Holz arbeiten.","Martin, du musst die Nägel in das Holz hämmern."
2876,6,2,1.0,1.0,Wir haben in dem Änderungsantrag deutlich gemacht: Wir wollen Weiterbildung einbeziehen.,Wir haben in dem Änderungsantrag deutlich gemacht: Wir wollen Weiterbildung einbeziehen.
2877,6,1,0.88,0.88,"Und das ist auch ein Unrecht, das den Arbeitern und Ingenieuren widerfahren ist.","Und das ist auch ein Unrecht, das den Arbeitern und Ingenieuren widerfahren ist."
2878,7,2,1.0,1.0,"Sicherstellen, dass alles reibungslos und nach Plan verläuft, ohne unerwartete Probleme.","Sicherstellen, dass alles reibungslos und nach Plan verläuft, ohne unerwartete Probleme."
2879,6,1,0.92,0.92,Ich habe ihn noch nie so hilflos gesehen.,Ich habe ihn noch nie so hilflos gesehen.
2880,6,3,1.0,1.0,Y hat sie zerrissen und in der Toilette runtergeschen.,Y hat sie zerrissen und in der Toilette runtergeschen.
2881,7,4,1.0,1.0,Und versuch dich nicht aus dem Büro zu schleichen.,"Ich werde in den Palast schleichen, um mehr zu erfahren."
2882,5,1,1.0,1.0,Für die Beratung würden wir 5% der Gewinne einbehalten.,Für die Beratung würden wir 5% der Gewinne einbehalten.
2883,6,3,0.92,0.92,"In der Abwehr: Robertson, Rüdiger, Saliba und Cancelo.","In der Abwehr: Robertson, Rüdiger, Saliba und Cancelo."
2884,6,2,0.94,0.94,"Jetzt weiß ich nicht mehr, wie ich mich ihm gegenüber benehmen soll.",Heben Sie also Ihr Kinn hoch und benehmen Sie sich wie einer.
2885,4,2,1.0,1.0,"Wo auch immer wir waren, der Missbrauch hörte nicht auf.","Wo auch immer wir waren, der Missbrauch hörte nicht auf."
2886,4,1,0.88,0.88,"Ich sehe, dass die Jahreszeiten auf der Insel anders sind als in England.","Ich sehe, dass die Jahreszeiten auf der Insel anders sind als in England."
2887,5,2,1.0,1.0,Kollidierende Teilchen und Reibung heizen diese Scheibe auf hunderttausende Grad auf.,Kollidierende Teilchen und Reibung heizen diese Scheibe auf hunderttausende Grad auf.
2888,5,3,1.0,1.0,"Und das Nutzen einzelner Stämme, Teile von Stämmen oder Truppen aus.","Und das Nutzen einzelner Stämme, Teile von Stämmen oder Truppen aus."
2889,4,1,1.0,1.0,Als nächstes darf ich ganz herzlich unseren hoffentlich nächsten Ministerpräsidenten ankündigen.,Als nächstes darf ich ganz herzlich unseren hoffentlich nächsten Ministerpräsidenten ankündigen.
2890,6,5,1.0,1.0,"Ich glaube, der Hund kann mir bei der Jagd helfen.","Ich glaube, der Hund kann mir bei der Jagd helfen."
2891,4,3,1.0,1.0,Oder der Gebrauch dieser öffentlich-rechtlichen Nachrichtenmarke als Gütesiegel fürs kommerzielle True-Crime-Entertainment?,Es gibt bessere Infrastruktur und zunehmend ähnliche Regeln und Gebräuche.
2892,5,4,0.92,0.92,Man hat auch noch eine realweltliche Komponente gehabt.,Man hat auch noch eine realweltliche Komponente gehabt.
2893,5,0,0.68,0.68,"Proletarier aller Länder, vereinigt euch!",Die Arbeiter haben sich vereinigt.
2894,6,4,1.0,1.0,So kann man das Gelernte direkt anwenden und vertiefen.,So kann man das Gelernte direkt anwenden und vertiefen.
2895,6,2,1.0,1.0,Auf Frühling und Sommer folgen Herbst und Winter im steten Wechsel.,Auf Frühling und Sommer folgen Herbst und Winter im steten Wechsel.
2896,5,5,1.0,1.0,Viele der früheren Bewohner stecken mittendrin fest und verhungern langsam.,Viele der früheren Bewohner stecken mittendrin fest und verhungern langsam.
